no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,booking_status_Not_Canceled
2,1,0,2,167,8,0,0,0,121.5,3,False,False,False,False,False,False,True
2,0,0,1,1,9,0,0,0,159.0,1,False,False,False,False,False,False,True
2,0,0,4,112,6,0,0,0,132.6,0,False,False,True,False,False,False,False
1,0,0,1,219,9,0,0,0,84.0,0,False,False,False,False,False,False,True
2,0,1,2,256,9,0,0,0,76.67,0,False,False,False,False,False,False,True
2,0,2,2,32,12,0,0,0,66.59,1,False,False,False,False,False,False,True
2,0,1,0,71,10,0,0,0,75.54,1,False,False,False,False,False,False,True
2,2,0,4,25,3,0,0,0,216.0,0,False,False,False,False,True,False,False
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
2,0,2,1,131,8,0,0,0,94.5,0,False,False,False,False,False,False,True
1,0,0,1,17,3,0,0,0,75.0,0,False,False,True,False,False,False,True
2,0,0,3,109,9,0,0,0,129.6,1,False,False,False,False,False,False,True
2,0,2,5,195,8,0,0,0,112.2,2,False,False,True,False,False,False,False
2,0,0,1,10,8,0,0,0,140.0,2,False,False,False,False,False,False,True
2,0,0,1,1,9,0,0,0,114.0,1,False,False,False,False,False,False,True
2,0,0,2,317,9,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,1,1,19,9,0,0,0,48.0,0,False,False,False,False,False,False,False
2,0,2,4,263,9,0,0,0,100.3,0,False,False,False,False,False,False,False
2,0,4,10,212,7,0,0,0,90.95,2,False,False,False,False,False,False,False
2,0,0,1,83,9,0,0,0,112.2,0,False,False,False,False,False,False,True
2,0,0,2,64,9,0,0,0,149.4,1,False,False,True,False,False,False,True
1,0,0,3,276,9,0,0,0,95.67,0,False,False,False,False,False,False,True
2,0,2,1,124,7,0,0,0,118.8,1,False,False,True,False,False,False,False
2,0,1,1,35,5,0,0,0,140.4,0,False,False,True,False,False,False,False
1,0,0,1,1,7,0,0,0,106.4,0,False,False,False,False,False,False,True
2,0,1,1,31,3,0,0,0,81.9,0,True,False,False,False,False,False,True
2,0,2,1,221,10,0,0,0,65.0,0,False,False,False,False,False,False,True
2,2,2,1,54,4,0,0,0,177.3,0,False,False,False,False,True,False,False
1,0,0,3,25,10,0,0,0,133.0,0,False,False,False,False,False,False,False
2,0,1,2,54,11,0,0,0,69.0,0,False,False,True,False,False,False,True
1,0,0,2,320,8,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,0,2,54,11,0,0,0,88.0,1,False,False,False,False,False,False,True
2,0,2,2,94,3,0,0,0,58.0,0,False,False,False,False,False,False,True
2,0,0,2,48,9,0,0,0,130.0,0,False,False,False,False,False,False,True
2,0,0,3,40,1,0,0,0,77.55,1,True,False,False,False,False,False,True
3,0,2,3,237,12,0,0,0,104.55,0,False,False,True,False,False,False,True
1,0,0,2,4,2,0,0,0,1.0,0,False,False,False,False,False,False,True
1,0,1,1,301,7,0,0,0,90.0,0,False,False,False,False,False,False,True
1,0,0,1,0,9,0,0,0,0.0,0,False,False,False,False,False,False,True
2,0,0,3,94,7,0,0,0,76.5,1,False,False,False,False,False,False,False
2,0,1,0,84,8,0,0,0,117.9,1,False,False,False,False,False,False,True
1,0,0,0,7,2,0,0,0,0.0,0,False,False,False,False,False,False,True
2,0,0,2,20,2,0,0,0,79.0,0,False,False,False,False,False,False,False
2,0,0,2,59,5,0,0,0,126.9,0,False,False,False,False,False,False,False
2,0,0,1,58,12,0,0,0,88.2,2,False,False,False,False,False,False,True
3,0,1,2,57,11,0,0,0,105.0,1,False,False,False,False,False,False,True
2,0,0,1,1,10,0,0,0,119.0,1,False,False,False,True,False,False,True
2,0,0,1,105,4,0,0,0,75.0,0,False,False,False,False,False,False,False
2,0,2,2,71,5,0,0,0,132.6,0,False,False,True,False,False,False,False
1,0,0,2,80,10,0,0,0,108.0,0,False,False,True,False,False,False,True
1,0,1,1,7,2,0,0,0,66.0,0,False,False,False,False,False,False,True
2,0,2,4,7,11,0,0,0,111.4,1,False,False,False,False,False,False,True
1,0,0,1,55,4,0,0,0,92.0,0,False,False,True,False,False,False,True
2,0,2,1,11,3,0,0,0,119.67,1,False,False,False,False,False,False,True
2,2,1,0,56,12,0,0,0,156.6,1,False,False,False,False,True,False,True
2,0,0,2,74,9,0,0,0,101.5,0,False,False,False,False,False,False,True
2,0,0,2,9,10,0,0,0,160.0,1,False,False,False,False,False,False,True
2,0,2,0,386,10,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,0,1,202,7,0,0,0,86.75,0,True,False,False,False,False,False,False
2,0,0,2,74,9,0,0,0,109.0,0,False,False,False,False,False,False,True
2,0,1,2,91,4,0,0,0,80.0,0,False,False,False,False,False,False,False
2,0,2,5,41,12,0,0,0,69.29,0,False,False,False,False,False,False,True
2,0,0,5,140,12,0,0,0,70.0,0,False,False,False,False,False,False,True
1,0,0,1,1,10,0,0,0,145.0,0,False,False,False,False,False,False,True
2,0,2,3,39,8,0,0,0,100.62,0,False,False,False,False,False,False,True
2,0,2,1,133,10,0,0,0,108.0,0,False,False,False,False,False,False,False
2,0,1,0,141,9,0,0,0,90.0,0,False,False,False,False,False,False,False
3,0,0,3,8,9,0,0,0,156.5,4,False,False,False,False,False,False,True
2,1,0,3,8,9,0,0,0,140.0,3,False,False,False,False,False,False,True
3,0,0,3,198,9,0,0,0,159.3,1,False,False,True,False,False,False,False
2,0,2,1,64,8,0,0,0,143.4,1,False,False,True,False,False,False,False
1,0,0,1,0,6,0,0,0,95.0,0,False,False,False,False,False,False,True
2,1,2,2,64,7,0,0,0,121.5,0,False,False,False,False,False,False,False
2,0,1,1,19,12,0,0,0,86.75,1,True,False,False,False,False,False,True
2,0,0,4,215,11,0,0,0,67.26,0,True,False,False,False,False,False,False
2,0,2,2,125,8,0,0,0,105.3,2,False,False,False,False,False,False,True
2,0,0,1,83,9,0,0,0,112.59,2,False,False,False,False,False,False,True
1,0,2,1,72,4,0,0,0,76.5,0,False,False,False,False,False,False,False
2,0,1,2,2,10,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,1,0,2,0,0,0,106.0,0,False,False,True,False,False,False,True
1,0,0,1,12,10,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,1,3,50,10,0,0,0,122.0,1,False,False,True,False,False,False,True
2,0,0,3,32,10,0,0,0,109.0,1,False,False,False,False,False,False,True
1,0,0,3,1,9,0,0,0,157.85,1,False,False,True,False,False,False,True
2,0,2,4,115,6,0,0,0,119.85,1,False,False,False,False,False,False,True
2,0,0,4,323,5,0,0,0,70.0,0,False,False,False,False,False,False,False
1,0,0,1,14,6,1,1,5,65.0,0,False,False,False,False,False,False,True
2,0,0,1,0,12,0,0,0,84.0,1,False,False,False,False,False,False,True
2,0,0,1,1,12,0,0,0,85.0,0,False,False,False,False,False,False,True
2,1,0,4,133,12,0,0,0,100.3,1,False,False,False,False,False,False,False
1,0,0,1,1,3,1,1,3,67.0,1,False,False,False,False,False,False,True
2,0,0,2,245,6,0,0,0,75.0,0,False,False,False,False,False,False,False
1,0,2,4,245,7,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,3,134,5,0,0,0,94.5,0,False,False,False,False,False,False,False
2,2,0,1,1,11,0,0,0,230.0,1,False,False,False,False,True,False,True
2,0,0,1,99,2,0,0,0,80.0,0,False,False,False,False,False,False,True
2,0,1,0,52,8,0,0,0,99.0,0,False,False,False,False,False,False,True
2,0,0,1,108,9,0,0,0,115.04,1,False,False,True,False,False,False,True
2,0,0,2,2,9,0,0,0,133.5,2,False,False,False,False,False,False,True
2,0,0,2,292,7,0,0,0,115.0,0,False,False,False,False,False,False,False
2,0,1,2,130,3,0,0,0,102.58,1,True,False,False,False,False,False,True
1,0,0,1,3,2,1,0,3,66.0,1,False,False,False,False,False,False,True
2,0,1,2,84,10,0,0,0,89.25,2,False,False,False,False,False,False,True
2,0,0,3,160,12,0,0,0,70.67,0,False,False,False,False,False,False,True
2,0,0,3,69,12,0,0,0,75.0,1,False,False,False,False,False,False,True
2,2,0,1,66,8,0,0,0,207.9,1,False,False,False,False,True,False,True
2,0,2,5,72,11,0,0,0,72.0,1,False,False,False,False,False,False,True
1,0,0,1,0,9,0,0,0,170.0,0,False,False,False,False,False,False,True
2,0,2,0,275,4,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,1,8,2,0,0,0,85.0,0,False,False,False,False,False,False,True
2,0,1,1,2,4,0,0,0,104.0,1,False,False,False,False,False,False,True
2,0,2,1,92,3,0,0,0,100.0,0,False,False,False,False,False,False,False
2,0,2,1,103,7,0,0,0,94.5,0,False,False,False,False,False,False,True
2,0,1,2,185,12,0,0,0,103.5,0,False,False,True,False,False,False,True
2,0,2,1,11,11,0,0,0,87.0,1,False,False,False,False,False,False,True
2,0,1,2,125,4,0,0,0,71.0,1,False,False,False,False,False,False,True
1,0,2,0,95,10,0,0,0,85.5,1,False,False,False,False,False,False,True
2,0,0,2,247,8,0,0,0,96.3,0,False,False,False,False,False,False,False
3,0,2,1,23,12,0,0,0,154.0,1,False,False,True,False,False,False,True
3,0,0,4,174,10,0,0,0,141.3,0,False,False,True,False,False,False,False
2,0,1,3,74,10,0,0,0,90.23,2,False,False,False,False,False,False,True
2,0,0,2,83,7,0,0,0,123.3,1,False,False,False,False,False,False,True
1,0,0,3,13,6,1,0,7,65.0,1,False,False,False,False,False,False,True
2,0,2,6,6,8,0,0,0,57.75,0,False,False,True,False,False,False,True
2,0,2,5,299,9,0,0,0,100.3,0,False,False,False,False,False,False,False
1,0,1,2,25,10,0,0,0,129.0,2,False,False,False,False,False,False,True
2,0,1,0,4,10,0,0,0,12.0,0,False,False,False,False,False,False,True
2,0,2,0,1,6,0,0,0,124.0,0,False,False,False,False,False,False,True
1,0,0,1,2,11,0,0,0,100.0,1,False,False,False,False,False,False,True
2,0,0,1,1,8,0,0,0,128.0,0,False,False,False,False,False,False,True
2,0,0,4,22,10,0,0,0,115.0,2,False,False,False,False,False,False,True
2,0,1,2,256,9,0,0,0,76.67,0,False,False,False,False,False,False,True
3,0,0,3,72,10,0,0,0,151.2,1,False,False,True,False,False,False,False
1,0,1,0,7,4,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,3,5,160,7,0,0,0,71.6,0,False,False,False,False,False,False,False
2,0,0,3,192,8,0,0,0,94.5,1,False,False,False,False,False,False,False
2,0,1,1,301,7,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,1,1,138,8,0,0,0,96.3,0,False,False,False,False,False,False,True
1,0,1,0,76,10,0,0,0,120.0,0,False,False,False,False,False,False,False
1,0,2,2,115,2,0,0,0,76.0,0,False,False,False,False,False,False,True
2,0,2,2,18,5,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,2,2,35,12,0,0,0,97.4,1,False,False,False,False,False,False,True
2,0,1,2,315,9,0,0,0,160.0,0,False,False,False,False,False,False,False
2,0,2,2,22,10,0,0,0,111.25,1,False,False,False,False,False,False,False
3,0,1,3,138,8,0,0,0,135.45,1,False,False,True,False,False,False,False
2,2,0,1,142,8,0,0,0,168.3,2,False,False,False,False,True,False,False
1,0,2,6,51,9,0,0,0,69.12,1,False,False,False,False,False,False,True
2,0,1,2,88,5,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,1,0,3,7,0,0,0,131.0,0,False,False,False,False,False,False,True
2,0,0,4,5,12,0,0,0,66.3,2,False,False,False,False,False,False,True
2,1,0,2,112,7,0,0,0,121.5,2,False,False,False,False,False,False,True
3,0,0,3,34,10,0,0,0,176.4,2,False,False,True,False,False,False,True
2,0,0,3,37,10,0,0,0,105.0,0,False,False,False,False,False,False,True
2,0,1,3,350,12,0,0,0,91.95,2,False,False,False,False,False,False,False
2,0,0,2,118,5,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,2,1,53,7,0,0,0,107.1,1,False,False,False,False,False,False,True
2,0,1,2,20,9,0,0,0,160.0,0,False,False,False,False,False,False,False
1,0,0,2,192,6,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,2,1,1,8,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,2,0,243,6,0,0,0,95.58,1,True,False,False,False,False,False,True
2,0,0,2,28,9,0,0,0,105.0,1,False,False,False,False,False,False,False
1,0,0,1,7,3,0,0,0,79.0,0,False,False,False,False,False,False,True
2,0,0,1,8,11,0,0,0,120.0,2,False,False,False,False,False,False,True
2,0,1,2,418,9,0,0,0,107.0,0,False,False,False,False,False,False,False
1,0,1,3,85,10,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,0,1,0,6,0,0,0,81.55,0,False,False,False,False,False,False,True
2,0,2,2,27,3,0,0,0,87.0,0,False,False,False,False,False,False,True
2,0,0,1,0,5,1,0,3,159.0,0,False,False,False,True,False,False,True
2,0,1,2,199,3,0,0,0,65.45,1,False,False,False,False,False,False,True
2,0,0,2,34,1,0,0,0,71.55,1,True,False,False,False,False,False,True
2,0,1,2,11,1,0,0,0,89.0,1,False,False,False,False,False,False,True
2,0,2,1,36,10,0,0,0,100.95,1,False,False,False,False,False,False,True
2,0,2,5,166,5,0,0,0,105.28,1,False,False,False,False,False,False,False
2,0,0,3,279,10,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,4,256,8,0,0,0,90.95,0,False,False,False,False,False,False,False
2,0,1,1,48,2,0,0,0,57.28,1,False,False,False,False,False,False,True
2,2,0,1,9,10,0,0,0,174.25,0,False,False,False,False,True,False,True
2,0,1,2,135,9,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,1,4,148,12,0,0,0,67.0,0,False,False,False,False,False,False,True
2,0,2,3,3,5,0,0,0,121.0,0,False,False,False,False,False,False,True
2,0,2,1,96,7,0,0,0,94.5,0,False,False,False,False,False,False,False
1,0,0,2,64,5,0,0,0,130.0,0,False,False,False,False,False,False,True
2,2,0,3,62,9,0,0,0,207.9,2,False,False,False,False,True,False,True
2,0,1,4,36,10,0,0,0,81.62,1,True,False,False,False,False,False,True
2,1,0,1,0,8,0,0,0,97.0,0,False,False,False,False,False,False,True
2,0,0,1,13,9,0,0,0,152.0,2,False,False,False,False,False,False,True
2,0,0,1,119,6,0,0,0,85.5,0,False,False,False,False,False,False,False
1,0,0,3,151,1,0,0,0,80.0,0,False,False,False,False,False,False,True
2,0,0,1,105,4,0,0,0,75.0,0,False,False,False,False,False,False,False
2,0,1,2,83,3,0,0,0,105.3,1,False,False,True,False,False,False,True
2,0,1,2,1,6,0,0,0,75.0,1,False,False,False,False,False,False,True
2,0,2,2,243,9,0,0,0,89.2,0,False,False,False,False,False,False,False
2,0,1,3,322,5,0,0,0,80.0,0,False,False,False,False,False,False,False
1,0,0,3,40,6,0,0,0,94.5,0,False,False,False,False,False,False,True
2,0,1,0,3,1,0,0,0,94.0,0,False,False,False,False,False,False,True
2,0,0,2,308,11,0,0,0,52.0,0,False,False,False,False,False,False,False
2,0,0,4,16,3,0,0,0,83.5,0,False,False,False,False,False,False,False
1,0,2,1,116,2,0,0,0,61.0,0,False,False,False,False,False,False,False
2,0,0,2,1,5,0,0,0,128.0,1,False,False,False,False,False,False,True
2,0,3,7,351,12,0,0,0,85.85,3,False,False,True,False,False,False,True
2,0,1,3,115,3,0,0,0,58.0,0,False,False,False,False,False,False,True
2,0,1,1,4,12,0,0,0,96.0,0,False,False,False,False,False,False,True
2,0,1,2,29,11,0,0,0,88.76,1,False,False,False,False,False,False,True
3,0,2,3,127,10,0,0,0,146.92,1,False,False,False,False,True,False,True
1,0,1,2,41,11,0,0,0,169.2,0,False,False,False,False,False,False,True
3,0,1,1,141,7,0,0,0,137.7,1,False,False,False,False,False,False,True
2,0,0,2,265,6,0,0,0,115.0,1,False,False,False,False,False,False,False
1,0,0,1,2,10,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,1,0,8,0,0,0,89.0,1,False,False,False,False,False,False,True
3,0,2,4,152,9,0,0,0,136.68,0,False,False,True,False,False,False,False
2,0,2,1,124,8,0,0,0,94.5,0,False,False,False,False,False,False,False
2,0,0,4,8,12,0,0,0,77.6,0,False,False,False,False,False,False,True
2,0,0,2,256,6,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,1,3,1,8,0,0,0,89.0,0,False,False,False,False,False,False,True
2,0,0,1,9,5,0,0,0,131.0,2,False,False,False,False,False,False,True
2,1,1,2,4,3,0,0,0,128.0,1,False,False,False,False,False,False,True
2,0,0,2,102,10,0,0,0,109.0,0,False,False,False,False,False,False,True
2,0,0,2,14,10,0,0,0,149.0,2,False,False,False,False,False,False,True
2,0,0,2,315,12,0,0,0,52.0,0,False,False,False,False,False,False,True
2,0,1,4,57,5,0,0,0,119.85,1,False,False,False,False,False,False,True
1,0,0,3,172,8,0,0,0,106.0,0,False,False,False,True,False,False,False
3,0,1,1,8,4,0,0,0,161.0,0,False,False,True,False,False,False,True
1,0,1,0,9,3,0,0,0,90.0,1,False,False,False,False,False,False,True
1,0,0,1,1,9,0,0,0,175.0,1,False,False,False,False,False,False,True
1,0,1,2,118,6,0,0,0,110.0,0,False,False,False,False,False,False,True
2,0,0,1,443,4,0,0,0,65.0,0,False,False,False,False,False,False,False
2,0,0,3,304,11,0,0,0,89.0,0,False,False,False,False,False,False,False
1,0,0,3,0,5,1,0,3,65.0,1,False,False,False,False,False,False,True
2,0,0,3,304,11,0,0,0,89.0,0,False,False,False,False,False,False,False
2,0,1,2,64,4,0,0,0,126.9,1,False,False,False,False,False,False,False
2,0,0,1,55,4,0,0,0,104.0,0,False,False,False,False,False,False,True
1,0,0,1,114,10,0,0,0,125.1,1,False,False,False,False,False,False,True
3,0,1,1,57,6,0,0,0,145.8,0,False,False,True,False,False,False,True
2,0,0,3,52,2,0,0,0,67.5,0,False,False,False,False,False,False,False
2,0,2,2,47,9,0,0,0,117.45,1,False,False,True,False,False,False,True
1,0,1,0,2,5,0,0,0,89.0,1,False,False,False,False,False,False,True
2,0,0,3,50,5,0,0,0,140.4,1,False,False,True,False,False,False,True
2,0,0,2,297,9,0,0,0,118.0,1,False,False,False,False,False,False,False
2,0,1,0,93,5,0,0,0,126.9,0,False,False,False,False,False,False,False
2,0,1,1,30,9,0,0,0,143.55,0,False,False,True,False,False,False,True
2,0,0,2,110,9,0,0,0,149.4,0,False,False,True,False,False,False,False
3,0,0,1,33,3,0,0,0,117.3,1,False,False,True,False,False,False,True
1,1,2,2,68,4,0,0,0,79.56,0,False,False,False,False,False,False,False
1,0,0,1,6,1,0,0,0,85.0,1,False,False,False,False,False,False,True
2,0,1,2,132,10,0,0,0,89.76,0,False,False,False,False,False,False,True
2,1,1,3,20,12,0,0,0,88.4,0,False,False,False,False,False,False,True
2,0,0,1,9,5,0,0,0,156.0,0,False,False,True,False,False,False,False
1,0,1,2,20,9,0,0,0,119.0,0,False,False,False,False,False,False,True
2,0,0,1,104,7,0,0,0,105.3,1,False,False,False,False,False,False,True
2,0,0,3,20,2,0,0,0,91.0,0,False,False,False,False,False,False,False
1,0,0,1,30,8,0,0,0,94.2,0,False,False,False,False,False,False,True
2,0,2,5,148,8,0,0,0,119.69,0,False,False,True,False,False,False,False
2,0,1,1,275,6,0,0,0,62.8,0,False,False,False,False,False,False,False
2,0,0,3,48,3,0,0,0,105.3,1,False,False,True,False,False,False,True
2,0,2,2,96,4,0,0,0,88.83,1,False,False,False,False,False,False,True
3,0,1,2,49,6,0,0,0,150.3,0,False,False,True,False,False,False,False
1,0,1,1,10,10,0,0,0,120.0,1,False,False,False,False,False,False,True
2,0,1,3,28,2,0,0,0,66.0,0,False,False,False,False,False,False,True
1,0,1,2,150,1,0,0,0,71.0,0,False,False,False,False,False,False,True
1,0,0,3,163,10,0,0,0,100.8,0,False,False,False,False,False,False,False
0,2,2,1,75,3,0,0,0,78.0,0,True,False,False,False,False,False,False
2,0,1,1,89,10,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,0,2,245,6,0,0,0,75.0,0,False,False,False,False,False,False,False
2,1,2,2,21,8,0,0,0,160.0,2,False,False,False,False,False,False,True
2,0,2,0,75,10,0,0,0,105.0,0,False,False,False,False,False,False,False
2,2,1,0,10,12,1,0,1,174.0,2,False,False,False,False,True,False,True
2,2,2,1,217,8,0,0,0,177.3,1,False,False,False,False,True,False,False
2,0,0,2,35,6,0,0,0,84.24,0,False,False,False,False,False,False,False
1,0,0,2,80,10,0,0,0,108.0,0,False,False,True,False,False,False,True
2,0,1,3,36,12,0,0,0,102.0,0,False,False,False,False,False,False,False
2,0,0,3,50,11,0,0,0,60.0,0,False,False,True,False,False,False,True
2,0,2,5,120,8,0,0,0,88.38,2,False,False,False,False,False,False,True
1,0,0,2,192,6,0,0,0,95.0,0,False,False,False,False,False,False,True
2,0,1,0,12,4,0,0,0,131.0,0,False,False,False,False,False,False,False
2,0,1,3,14,11,0,0,0,75.27,2,False,False,True,False,False,False,True
2,0,0,2,102,10,0,0,0,101.5,0,False,False,False,False,False,False,False
2,0,0,3,32,4,0,0,0,111.3,2,False,False,False,False,False,False,True
1,0,1,0,54,10,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,2,3,131,6,0,0,0,105.74,1,False,False,False,False,False,False,True
2,0,2,3,88,5,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,1,1,247,6,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,1,4,275,10,0,0,0,90.0,0,False,False,False,False,False,False,False
1,0,1,2,26,12,0,0,0,88.0,0,False,False,False,False,False,False,True
2,0,1,3,290,12,0,0,0,86.7,0,False,False,True,False,False,False,False
2,0,2,2,68,2,0,0,0,51.09,0,False,False,False,False,False,False,True
1,0,1,2,0,2,1,2,20,65.0,1,False,False,False,False,False,False,True
2,0,0,4,79,11,0,0,0,52.85,2,False,False,False,False,False,False,True
2,0,0,1,3,12,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,0,3,32,11,0,0,0,80.08,0,False,False,False,False,False,False,False
2,0,0,2,74,9,0,0,0,109.0,0,False,False,False,False,False,False,True
2,0,0,2,68,9,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,3,15,4,0,0,0,99.0,1,False,False,True,False,False,False,True
2,0,1,2,207,12,0,0,0,95.0,0,False,False,False,False,False,False,True
2,2,2,4,26,2,0,0,0,171.0,0,False,False,False,False,True,False,False
3,0,0,2,204,10,0,0,0,141.3,0,False,False,True,False,False,False,False
1,0,2,3,16,11,0,0,0,155.6,2,False,False,False,False,False,False,True
3,0,0,1,44,8,0,0,0,219.6,2,False,False,True,False,False,False,True
2,0,0,2,71,11,0,0,0,79.2,2,False,False,False,False,False,False,True
2,2,2,3,3,7,0,0,0,229.0,2,False,False,False,False,True,False,True
1,0,0,2,8,12,0,0,0,72.38,1,False,False,False,False,False,False,True
1,0,2,2,9,9,0,0,0,94.86,1,False,False,True,False,False,False,True
1,0,1,2,253,9,0,0,0,2.0,0,False,False,False,False,False,False,True
2,0,0,1,0,3,1,0,7,45.0,2,False,False,True,False,False,False,True
2,0,0,2,62,12,0,0,0,100.6,0,True,False,False,False,False,False,True
2,0,0,4,112,5,0,0,0,111.78,1,False,False,False,False,False,False,True
2,0,0,2,18,6,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,3,7,259,8,0,0,0,65.49,0,False,False,False,False,False,False,False
2,0,1,1,26,9,0,0,0,133.5,2,False,False,False,False,False,False,True
2,0,2,4,1,2,0,0,0,106.0,1,False,False,True,False,False,False,True
2,0,1,2,110,7,0,0,0,105.3,1,False,False,False,False,False,False,True
2,0,1,2,84,8,0,0,0,85.5,1,False,False,False,False,False,False,True
2,0,0,2,245,6,0,0,0,75.0,0,False,False,False,False,False,False,False
1,0,0,2,36,1,0,0,0,71.0,0,False,False,False,False,False,False,True
2,0,0,1,85,8,0,0,0,107.1,0,False,False,False,False,False,False,False
2,0,1,0,21,3,0,0,0,91.0,0,False,False,False,False,False,False,False
2,0,0,3,57,2,0,0,0,62.29,1,False,False,False,False,False,False,True
2,0,0,2,97,7,0,0,0,81.25,2,False,False,False,False,False,False,True
2,0,1,2,224,8,0,0,0,86.63,1,True,False,False,False,False,False,True
2,0,1,5,45,10,0,0,0,94.5,2,False,False,False,False,False,False,True
2,0,2,5,80,7,0,0,0,142.07,1,False,False,False,False,False,False,True
2,0,2,2,19,12,0,0,0,69.0,1,False,False,False,False,False,False,True
2,0,0,1,153,10,0,0,0,80.1,2,False,False,False,False,False,False,False
2,0,1,2,128,6,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,0,3,12,8,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,1,3,72,12,0,0,0,74.8,0,False,False,False,False,False,False,False
2,0,2,6,106,7,0,0,0,94.5,0,False,False,False,False,False,False,False
2,0,2,1,38,3,0,0,0,85.0,0,False,False,False,False,False,False,True
3,0,2,2,71,9,0,0,0,168.3,2,False,False,True,False,False,False,True
1,0,0,2,30,9,0,0,0,85.5,2,False,False,False,False,False,False,True
2,0,2,3,268,10,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,1,0,286,10,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,2,5,175,8,0,0,0,100.66,1,False,False,False,False,False,False,False
2,0,1,1,88,10,0,0,0,112.2,0,False,False,False,False,False,False,True
1,0,0,1,2,4,0,0,0,89.0,0,False,False,False,False,False,False,True
2,0,0,2,301,11,0,0,0,52.0,0,False,False,False,False,False,False,False
3,0,1,0,24,5,0,0,0,159.0,2,False,False,True,False,False,False,True
2,0,0,3,174,6,0,0,0,85.5,1,False,False,False,False,False,False,True
2,0,2,3,18,5,0,0,0,138.0,0,False,False,True,False,False,False,False
2,0,0,1,17,7,0,0,0,139.0,1,False,False,False,False,False,False,False
2,0,0,2,102,10,0,0,0,101.5,0,False,False,False,False,False,False,False
3,0,2,1,99,5,0,0,0,137.7,0,False,False,False,False,False,False,False
2,0,2,2,103,12,0,0,0,88.4,0,False,False,False,False,False,False,False
2,0,1,0,3,10,0,0,0,136.0,1,False,False,True,False,False,False,True
2,0,2,5,59,10,0,0,0,90.55,2,False,False,True,False,False,False,True
2,0,1,4,104,4,0,0,0,104.55,0,False,False,True,False,False,False,False
2,0,0,2,35,2,0,0,0,67.5,0,False,False,False,False,False,False,False
2,0,0,3,44,11,0,0,0,60.0,1,False,False,True,False,False,False,True
3,0,4,10,73,7,0,0,0,145.93,0,False,False,True,False,False,False,False
2,0,0,2,47,9,0,0,0,125.1,1,False,False,False,False,False,False,False
3,0,2,5,66,11,0,0,0,105.0,1,False,False,False,False,False,False,True
2,0,0,3,190,11,0,0,0,90.9,0,False,False,False,False,False,False,False
1,0,1,0,5,9,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,1,105,4,0,0,0,75.0,0,False,False,False,False,False,False,False
2,0,4,8,5,2,0,0,0,106.83,0,False,False,True,False,False,False,False
2,0,0,1,1,8,0,0,0,159.0,0,False,False,False,False,False,False,True
2,0,2,2,36,10,0,0,0,103.5,1,False,False,False,False,False,False,True
1,0,0,1,18,5,0,0,0,135.0,0,False,False,False,False,False,False,False
2,0,2,1,183,7,0,0,0,105.3,1,False,False,True,False,False,False,False
2,0,2,2,12,6,0,0,0,136.0,0,False,False,True,False,False,False,False
2,0,0,3,279,10,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,2,1,39,5,0,0,0,126.9,0,False,False,False,False,False,False,True
1,0,1,0,4,1,0,0,0,59.0,0,False,False,False,False,False,False,True
